instance family sat sequential14 sequentialinputordersoftmax14 sequentialshuffle14 sequentialantiheuristic14 sequentialinputordersoftmaxrestarts14 sequentialrestartsshuffle14 sequentialdds14 sequentialinputordershufflerestartsgoods14 sequentialinputordersoftmaxrestartsgoods14
all-images-CVIU11-pattern41-target132 14 0 0 0 0 0 0 0 8 0 0
all-images-CVIU11-pattern41-target133 14 0 0 0 0 0 0 0 1 0 0
all-images-CVIU11-pattern41-target134 14 0 0 0 0 0 0 0 5 0 0
all-images-CVIU11-pattern41-target135 14 0 0 0 0 0 0 0 5 0 0
all-images-CVIU11-pattern41-target136 14 0 0 0 0 0 0 0 5 0 0
all-images-CVIU11-pattern41-target137 14 0 0 0 0 0 0 0 1 0 0
all-images-CVIU11-pattern41-target138 14 0 0 0 1 1 1 1 35 1 1
all-images-CVIU11-pattern41-target139 14 0 0 0 0 0 0 0 3 0 0
all-images-CVIU11-pattern41-target14 14 0 0 0 0 0 0 0 0 0 0
all-images-CVIU11-pattern41-target140 14 0 0 0 0 0 0 0 1 0 0
all-images-CVIU11-pattern41-target141 14 0 0 0 0 0 0 0 0 0 0
all-images-CVIU11-pattern41-target142 14 0 0 0 0 0 0 0 4 0 0
all-images-CVIU11-pattern41-target143 14 0 0 0 0 0 0 0 4 0 0
all-images-CVIU11-pattern41-target144 14 0 0 0 0 0 0 0 2 0 0
all-images-CVIU11-pattern41-target145 14 0 0 0 0 0 0 0 0 0 0
all-images-CVIU11-pattern41-target146 14 0 2 1 1 1 1 1 45 1 1
all-images-CVIU11-pattern41-target15 14 0 0 0 0 0 0 0 0 0 0
all-images-CVIU11-pattern41-target16 14 0 0 0 0 0 0 0 0 0 0
all-images-CVIU11-pattern41-target17 14 0 0 0 0 0 0 1 16 0 1
all-images-CVIU11-pattern41-target18 14 0 0 0 0 0 0 0 11 0 1
all-images-CVIU11-pattern41-target19 14 0 0 0 0 1 0 1 23 1 0
all-images-CVIU11-pattern41-target2 14 0 0 0 0 0 0 0 2 0 0
all-images-CVIU11-pattern41-target20 14 0 0 0 0 0 0 0 7 0 0
all-images-CVIU11-pattern41-target21 14 0 0 0 0 0 0 0 6 0 0
all-images-CVIU11-pattern41-target22 14 0 0 0 0 0 0 0 1 0 0
all-images-CVIU11-pattern41-target23 14 0 1 1 0 0 0 0 19 0 0
all-images-CVIU11-pattern41-target24 14 0 0 0 0 0 0 0 2 0 0
all-images-CVIU11-pattern41-target25 14 0 0 0 0 0 0 0 1 0 0
all-images-CVIU11-pattern41-target26 14 0 0 0 0 0 0 0 0 0 0
all-images-CVIU11-pattern41-target27 14 0 0 0 0 0 0 0 6 0 0
all-images-CVIU11-pattern41-target28 14 0 0 0 0 0 0 0 0 0 0
all-images-CVIU11-pattern41-target29 14 0 0 1 0 1 1 0 53 1 1
all-images-CVIU11-pattern41-target3 14 0 0 0 0 0 0 0 10 0 0
all-images-CVIU11-pattern41-target30 14 0 1 1 1 2 1 1 49 1 1
all-images-CVIU11-pattern41-target31 14 0 1 0 0 0 0 1 25 1 1
all-images-CVIU11-pattern41-target32 14 0 1 2 1 2 1 1 57 2 1
all-images-CVIU11-pattern41-target33 14 0 1 2 2 1 1 2 79 2 2
all-images-CVIU11-pattern41-target34 14 0 0 0 0 0 0 0 5 0 0
all-images-CVIU11-pattern41-target35 14 0 1 1 1 1 1 1 31 1 1
all-images-CVIU11-pattern41-target36 14 0 0 0 0 0 0 0 4 0 0
all-images-CVIU11-pattern41-target37 14 0 1 2 2 2 2 1 89 2 2
all-images-CVIU11-pattern41-target38 14 0 0 0 0 0 1 0 15 0 1
all-images-CVIU11-pattern41-target39 14 0 0 0 0 0 0 0 3 0 0
all-images-CVIU11-pattern41-target4 14 0 1 0 0 0 1 1 32 0 1
all-images-CVIU11-pattern41-target40 14 0 0 1 1 1 0 0 45 0 1
all-images-CVIU11-pattern41-target41 14 0 0 0 0 0 0 0 2 0 0
all-images-CVIU11-pattern41-target42 14 0 0 0 0 0 0 0 7 0 0
all-images-CVIU11-pattern41-target43 14 0 0 1 1 1 1 1 31 1 1
all-images-CVIU11-pattern41-target44 14 0 1 1 1 1 1 1 37 1 1
all-images-CVIU11-pattern41-target45 14 0 0 0 0 0 0 0 11 0 0
all-images-CVIU11-pattern41-target46 14 0 0 0 0 0 0 0 17 0 0
all-images-CVIU11-pattern41-target47 14 0 2 3 2 2 2 2 126 2 2
all-images-CVIU11-pattern41-target48 14 0 0 0 0 0 0 0 16 0 0
all-images-CVIU11-pattern41-target49 14 0 0 0 0 0 0 0 15 0 0
all-images-CVIU11-pattern41-target5 14 0 1 2 1 1 1 2 33 1 1
all-images-CVIU11-pattern41-target50 14 0 1 1 1 1 1 1 77 1 2
all-images-CVIU11-pattern41-target51 14 0 0 0 0 0 0 0 8 0 0
all-images-CVIU11-pattern41-target52 14 0 0 0 0 0 0 0 10 0 0
all-images-CVIU11-pattern41-target53 14 0 0 0 0 0 0 0 4 0 0
all-images-CVIU11-pattern41-target54 14 0 0 0 0 0 0 0 3 0 0
all-images-CVIU11-pattern41-target55 14 0 0 0 0 0 0 0 3 0 0
all-images-CVIU11-pattern41-target56 14 0 0 0 0 0 0 0 4 0 0
all-images-CVIU11-pattern41-target57 14 0 1 1 3 2 1 1 83 2 3
all-images-CVIU11-pattern41-target58 14 0 0 0 0 0 0 0 5 0 0
all-images-CVIU11-pattern41-target59 14 0 0 0 0 0 0 0 13 0 0
all-images-CVIU11-pattern41-target6 14 0 1 1 1 1 1 1 94 1 1
all-images-CVIU11-pattern41-target60 14 0 0 0 0 0 0 0 4 0 0
all-images-CVIU11-pattern41-target61 14 0 0 0 0 1 1 1 30 0 1
all-images-CVIU11-pattern41-target62 14 0 1 1 1 2 1 1 46 2 1
all-images-CVIU11-pattern41-target63 14 0 0 0 0 1 0 0 30 1 0
all-images-CVIU11-pattern41-target64 14 0 0 0 0 0 0 0 20 0 0
all-images-CVIU11-pattern41-target65 14 0 0 0 0 0 0 0 4 0 0
all-images-CVIU11-pattern41-target66 14 0 0 0 0 0 0 0 2 0 0
all-images-CVIU11-pattern41-target67 14 0 1 0 0 0 1 0 15 1 1
all-images-CVIU11-pattern41-target68 14 0 0 0 1 1 1 0 15 0 1
all-images-CVIU11-pattern41-target69 14 0 1 1 1 1 2 1 36 1 1
all-images-CVIU11-pattern41-target7 14 0 1 0 0 0 0 0 25 1 1
all-images-CVIU11-pattern41-target70 14 0 0 0 0 0 0 1 27 0 1
all-images-CVIU11-pattern41-target71 14 0 0 0 0 0 0 1 12 0 0
all-images-CVIU11-pattern41-target72 14 0 0 0 0 0 0 0 7 0 0
all-images-CVIU11-pattern41-target73 14 0 1 1 1 1 1 1 41 1 2
all-images-CVIU11-pattern41-target74 14 0 0 0 0 1 0 0 23 1 1
all-images-CVIU11-pattern41-target75 14 0 0 0 0 0 0 0 7 0 0
all-images-CVIU11-pattern41-target76 14 0 0 0 0 0 0 0 29 0 0
all-images-CVIU11-pattern41-target77 14 0 1 0 1 1 1 0 32 1 1
all-images-CVIU11-pattern41-target78 14 0 1 1 1 1 1 1 40 1 1
all-images-CVIU11-pattern41-target79 14 0 0 0 0 0 0 0 7 0 0
all-images-CVIU11-pattern41-target8 14 0 0 0 0 0 0 0 3 0 0
all-images-CVIU11-pattern41-target80 14 0 0 0 0 0 0 0 4 0 0
all-images-CVIU11-pattern41-target81 14 0 0 0 0 0 0 0 4 0 0
all-images-CVIU11-pattern41-target82 14 0 0 0 0 0 0 0 4 0 0
all-images-CVIU11-pattern41-target83 14 0 0 0 0 0 0 1 16 0 0
all-images-CVIU11-pattern41-target84 14 0 0 0 0 0 0 0 0 0 0
all-images-CVIU11-pattern41-target85 14 0 0 0 0 1 0 1 21 1 0
all-images-CVIU11-pattern41-target86 14 0 0 0 0 0 0 0 7 0 0
all-images-CVIU11-pattern41-target87 14 0 0 0 0 0 0 0 3 0 0
all-images-CVIU11-pattern41-target88 14 0 0 1 1 1 0 0 27 1 1
all-images-CVIU11-pattern41-target89 14 0 0 0 0 0 0 0 4 0 0
all-images-CVIU11-pattern41-target9 14 0 0 0 0 0 0 0 4 0 0
all-images-CVIU11-pattern41-target90 14 0 0 0 0 0 0 0 3 0 0
all-images-CVIU11-pattern41-target91 14 0 0 0 0 0 0 0 0 0 0
all-images-CVIU11-pattern41-target92 14 0 1 1 1 1 1 1 53 2 2
all-images-CVIU11-pattern41-target93 14 0 0 0 0 0 0 1 13 0 0
all-images-CVIU11-pattern41-target94 14 0 1 1 1 1 1 1 31 1 1
all-images-CVIU11-pattern41-target95 14 0 0 0 0 0 0 0 0 0 0
all-images-CVIU11-pattern41-target96 14 0 0 0 0 0 0 0 1 0 0
all-images-CVIU11-pattern41-target97 14 0 0 0 0 0 0 0 2 0 0
all-images-CVIU11-pattern41-target98 14 0 0 0 0 0 0 0 1 0 0
all-images-CVIU11-pattern41-target99 14 0 0 0 0 0 0 0 11 1 0
all-images-CVIU11-pattern42-target1 14 0 0 0 0 0 0 0 0 0 0
all-images-CVIU11-pattern42-target10 14 0 0 0 0 0 0 0 0 0 0
all-images-CVIU11-pattern42-target100 14 0 0 0 0 0 0 0 0 0 0
all-images-CVIU11-pattern42-target101 14 0 0 0 0 0 0 0 0 0 0
all-images-CVIU11-pattern42-target102 14 0 0 0 0 0 0 0 0 0 0
all-images-CVIU11-pattern42-target103 14 0 0 0 0 0 0 0 0 0 0
all-images-CVIU11-pattern42-target104 14 0 0 0 0 0 0 0 3 0 0
all-images-CVIU11-pattern42-target105 14 0 0 0 0 0 0 0 1 0 0
all-images-CVIU11-pattern42-target106 14 1 2 1 1 1 1 1 4 1 1
all-images-CVIU11-pattern42-target107 14 0 0 0 0 0 0 0 0 0 0
all-images-CVIU11-pattern42-target108 14 0 0 0 0 0 0 0 9 0 0
all-images-CVIU11-pattern42-target109 14 0 0 0 0 0 0 0 1 0 0
all-images-CVIU11-pattern42-target11 14 0 0 0 0 0 0 0 0 0 0
all-images-CVIU11-pattern42-target110 14 0 0 0 0 0 0 0 0 0 0
all-images-CVIU11-pattern42-target111 14 0 0 0 0 0 0 0 0 0 0
all-images-CVIU11-pattern42-target112 14 0 0 0 0 0 0 0 0 0 0
all-images-CVIU11-pattern42-target113 14 0 0 0 0 0 0 0 0 0 0
all-images-CVIU11-pattern42-target114 14 0 0 0 0 0 0 0 0 0 0
all-images-CVIU11-pattern42-target115 14 0 0 0 0 0 0 0 0 0 0
all-images-CVIU11-pattern42-target116 14 0 0 0 0 0 0 0 5 0 0
all-images-CVIU11-pattern42-target117 14 0 0 0 0 0 0 0 1 0 0
all-images-CVIU11-pattern42-target118 14 0 0 0 0 0 0 0 0 0 0
all-images-CVIU11-pattern42-target119 14 0 0 0 0 0 0 0 2 0 0
all-images-CVIU11-pattern42-target12 14 0 0 0 0 0 0 0 0 0 0
all-images-CVIU11-pattern42-target120 14 0 0 0 0 0 0 0 0 0 0
all-images-CVIU11-pattern42-target121 14 0 0 0 0 0 0 0 2 0 0
all-images-CVIU11-pattern42-target122 14 0 0 0 0 0 0 0 0 0 0
all-images-CVIU11-pattern42-target123 14 0 0 0 0 0 0 0 1 0 0
all-images-CVIU11-pattern42-target124 14 0 0 0 0 0 0 0 2 0 0
all-images-CVIU11-pattern42-target125 14 0 0 0 0 0 0 0 0 0 0
all-images-CVIU11-pattern42-target126 14 0 0 0 0 0 0 0 0 0 0
all-images-CVIU11-pattern42-target127 14 0 0 0 0 0 0 0 0 0 0
all-images-CVIU11-pattern42-target128 14 0 0 0 0 0 0 0 4 0 0
all-images-CVIU11-pattern42-target129 14 0 0 0 0 0 0 0 0 0 0
all-images-CVIU11-pattern42-target13 14 0 0 0 0 0 0 0 0 0 0
all-images-CVIU11-pattern42-target130 14 0 0 0 0 0 0 0 0 0 0
all-images-CVIU11-pattern42-target131 14 0 0 0 0 0 0 0 0 0 0
all-images-CVIU11-pattern42-target132 14 0 0 0 0 0 0 0 1 0 0
all-images-CVIU11-pattern42-target133 14 0 0 0 0 0 0 0 0 0 0
all-images-CVIU11-pattern42-target134 14 0 0 0 0 0 0 0 0 0 0
all-images-CVIU11-pattern42-target135 14 0 0 0 0 0 0 0 0 0 0
all-images-CVIU11-pattern42-target136 14 0 0 0 0 0 0 0 0 0 0
all-images-CVIU11-pattern42-target137 14 0 0 0 0 0 0 0 0 0 0
all-images-CVIU11-pattern42-target138 14 0 0 0 0 0 0 0 2 0 0
all-images-CVIU11-pattern42-target139 14 0 0 0 0 0 0 0 0 0 0
all-images-CVIU11-pattern42-target14 14 0 0 0 0 0 0 0 0 0 0
all-images-CVIU11-pattern42-target140 14 0 0 0 0 0 0 0 0 0 0
all-images-CVIU11-pattern42-target141 14 0 0 0 0 0 0 0 0 0 0
all-images-CVIU11-pattern42-target142 14 0 0 0 0 0 0 0 0 0 0
all-images-CVIU11-pattern42-target143 14 0 0 0 0 0 0 0 0 0 0
all-images-CVIU11-pattern42-target144 14 0 0 0 0 0 0 0 0 0 0
all-images-CVIU11-pattern42-target145 14 0 0 0 0 0 0 0 0 0 0
all-images-CVIU11-pattern42-target146 14 0 0 0 0 0 0 0 2 0 0
all-images-CVIU11-pattern42-target15 14 0 0 0 0 0 0 0 0 0 0
all-images-CVIU11-pattern42-target16 14 0 0 0 0 0 0 0 0 0 0
all-images-CVIU11-pattern42-target17 14 0 0 0 0 0 0 0 1 0 0
all-images-CVIU11-pattern42-target18 14 0 0 0 0 0 0 0 1 0 0
all-images-CVIU11-pattern42-target19 14 0 0 0 0 0 0 0 1 0 0
all-images-CVIU11-pattern42-target2 14 0 0 0 0 0 0 0 0 0 0
all-images-CVIU11-pattern42-target20 14 0 0 0 0 0 0 0 0 0 0
all-images-CVIU11-pattern42-target21 14 0 0 0 0 0 0 0 0 0 0
all-images-CVIU11-pattern42-target22 14 0 0 0 0 0 0 0 0 0 0
all-images-CVIU11-pattern42-target23 14 0 0 0 0 0 0 0 1 0 0
all-images-CVIU11-pattern42-target24 14 0 0 0 0 0 0 0 0 0 0
all-images-CVIU11-pattern42-target25 14 0 0 0 0 0 0 0 0 0 0
all-images-CVIU11-pattern42-target26 14 0 0 0 0 0 0 0 0 0 0
all-images-CVIU11-pattern42-target27 14 0 0 0 0 0 0 0 0 0 0
all-images-CVIU11-pattern42-target28 14 0 0 0 0 0 0 0 0 0 0
all-images-CVIU11-pattern42-target29 14 0 0 0 0 0 0 0 3 0 0
all-images-CVIU11-pattern42-target3 14 0 0 0 0 0 0 0 3 0 0
all-images-CVIU11-pattern42-target30 14 0 0 0 0 0 0 0 3 0 0
all-images-CVIU11-pattern42-target31 14 0 0 0 0 0 0 0 2 0 0
all-images-CVIU11-pattern42-target32 14 0 0 0 0 0 0 0 4 0 0
all-images-CVIU11-pattern42-target33 14 0 0 0 0 0 1 0 8 0 0
all-images-CVIU11-pattern42-target34 14 0 0 0 0 0 0 0 0 0 0
all-images-CVIU11-pattern42-target35 14 0 0 0 0 0 0 0 1 0 0
all-images-CVIU11-pattern42-target36 14 0 0 0 0 0 0 0 0 0 0
all-images-CVIU11-pattern42-target37 14 0 0 0 0 0 0 0 8 0 0
all-images-CVIU11-pattern42-target38 14 0 0 0 0 0 0 0 2 0 0
all-images-CVIU11-pattern42-target39 14 0 0 0 0 0 0 0 0 0 0
all-images-CVIU11-pattern42-target4 14 0 0 0 0 0 0 0 2 0 0
all-images-CVIU11-pattern42-target40 14 0 0 0 0 0 0 0 0 0 0
all-images-CVIU11-pattern42-target41 14 0 0 0 0 0 0 0 0 0 0
all-images-CVIU11-pattern42-target42 14 0 0 0 0 0 0 0 0 0 0
all-images-CVIU11-pattern42-target43 14 0 0 0 0 0 0 0 4 0 0
all-images-CVIU11-pattern42-target44 14 0 0 0 0 0 0 0 4 0 0
all-images-CVIU11-pattern42-target45 14 0 0 0 0 0 0 0 1 0 0
all-images-CVIU11-pattern42-target46 14 0 0 0 0 0 0 0 1 0 0
all-images-CVIU11-pattern42-target47 14 0 0 1 0 0 0 1 18 0 0
all-images-CVIU11-pattern42-target48 14 0 0 0 0 0 0 0 0 0 0
all-images-CVIU11-pattern42-target49 14 0 0 0 0 0 0 0 0 0 0
all-images-CVIU11-pattern42-target5 14 0 0 0 0 0 0 0 1 0 0
all-images-CVIU11-pattern42-target50 14 0 0 0 0 0 0 0 2 0 0
all-images-CVIU11-pattern42-target51 14 0 0 0 0 0 0 0 1 0 0
all-images-CVIU11-pattern42-target52 14 0 0 0 0 0 0 0 0 0 0
all-images-CVIU11-pattern42-target53 14 0 0 0 0 0 0 0 0 0 0
all-images-CVIU11-pattern42-target54 14 0 0 0 0 0 0 0 0 0 0
all-images-CVIU11-pattern42-target55 14 0 0 0 0 0 0 0 0 0 0
all-images-CVIU11-pattern42-target56 14 0 0 0 0 0 0 0 0 0 0
all-images-CVIU11-pattern42-target57 14 0 0 0 0 0 0 0 4 0 0
all-images-CVIU11-pattern42-target58 14 0 0 0 0 0 0 0 0 0 0
all-images-CVIU11-pattern42-target59 14 0 0 0 0 0 0 0 1 0 0
all-images-CVIU11-pattern42-target6 14 0 0 0 0 0 0 0 7 0 0
all-images-CVIU11-pattern42-target60 14 0 0 0 0 0 0 0 0 0 0
all-images-CVIU11-pattern42-target61 14 0 0 0 0 0 0 0 1 0 0
all-images-CVIU11-pattern42-target62 14 0 0 0 0 0 0 0 1 0 0
all-images-CVIU11-pattern42-target63 14 0 0 0 0 0 0 0 1 0 0
all-images-CVIU11-pattern42-target64 14 0 0 0 0 0 0 0 0 0 0
all-images-CVIU11-pattern42-target65 14 0 0 0 0 0 0 0 0 0 0
all-images-CVIU11-pattern42-target66 14 0 0 0 0 0 0 0 0 0 0
all-images-CVIU11-pattern42-target67 14 0 0 0 0 0 0 0 2 0 0
all-images-CVIU11-pattern42-target68 14 0 0 0 0 0 0 0 1 0 0
all-images-CVIU11-pattern42-target69 14 0 0 0 0 0 0 0 2 0 0
all-images-CVIU11-pattern42-target7 14 0 0 0 0 0 0 0 2 0 0
all-images-CVIU11-pattern42-target70 14 0 0 0 0 0 0 0 1 0 0
all-images-CVIU11-pattern42-target71 14 0 0 0 0 0 0 0 1 0 0
all-images-CVIU11-pattern42-target72 14 0 0 0 0 0 0 0 0 0 0
all-images-CVIU11-pattern42-target73 14 0 0 0 0 0 0 0 2 0 0
all-images-CVIU11-pattern42-target74 14 0 0 0 0 0 0 0 3 0 0
all-images-CVIU11-pattern42-target75 14 0 0 0 0 0 0 0 2 0 0
all-images-CVIU11-pattern42-target76 14 0 0 0 0 0 0 0 0 0 0
all-images-CVIU11-pattern42-target77 14 0 0 0 0 0 0 0 3 0 0
all-images-CVIU11-pattern42-target78 14 0 0 0 0 0 0 0 7 0 0
all-images-CVIU11-pattern42-target79 14 0 0 0 0 0 0 0 0 0 0
all-images-CVIU11-pattern42-target8 14 0 0 0 0 0 0 0 0 0 0
all-images-CVIU11-pattern42-target80 14 0 0 0 0 0 0 0 0 0 0
all-images-CVIU11-pattern42-target81 14 0 0 0 0 0 0 0 0 0 0
all-images-CVIU11-pattern42-target82 14 0 0 0 0 0 0 0 0 0 0
all-images-CVIU11-pattern42-target83 14 0 0 0 0 0 0 0 2 0 0
all-images-CVIU11-pattern42-target84 14 0 0 0 0 0 0 0 0 0 0
all-images-CVIU11-pattern42-target85 14 0 0 0 0 0 0 0 3 0 0
all-images-CVIU11-pattern42-target86 14 0 0 0 0 0 0 0 0 0 0
all-images-CVIU11-pattern42-target87 14 0 0 0 0 0 0 0 1 0 0
all-images-CVIU11-pattern42-target88 14 0 0 0 0 0 0 0 4 0 0
all-images-CVIU11-pattern42-target89 14 0 0 0 0 0 0 0 0 0 0
all-images-CVIU11-pattern42-target9 14 0 0 0 0 0 0 0 0 0 0
all-images-CVIU11-pattern42-target90 14 0 0 0 0 0 0 0 1 0 0
all-images-CVIU11-pattern42-target91 14 0 0 0 0 0 0 0 0 0 0
all-images-CVIU11-pattern42-target92 14 0 0 0 0 0 0 0 6 0 0
all-images-CVIU11-pattern42-target93 14 0 0 0 0 0 0 0 1 0 0
all-images-CVIU11-pattern42-target94 14 0 0 0 0 0 0 0 5 0 0
all-images-CVIU11-pattern42-target95 14 0 0 0 0 0 0 0 0 0 0
all-images-CVIU11-pattern42-target96 14 0 0 0 0 0 0 0 0 0 0
all-images-CVIU11-pattern42-target97 14 0 0 0 0 0 0 0 0 0 0
all-images-CVIU11-pattern42-target98 14 0 0 0 0 0 0 0 0 0 0
all-images-CVIU11-pattern42-target99 14 0 0 0 0 0 0 0 0 0 0
all-images-CVIU11-pattern43-target1 14 0 2 2 2 2 2 2 219 5 3
all-images-CVIU11-pattern43-target10 14 0 1 2 3 1 1 1 91 2 1
all-images-CVIU11-pattern43-target100 14 0 0 0 0 0 0 0 9 0 0
all-images-CVIU11-pattern43-target101 14 0 0 0 0 0 0 0 15 0 0
all-images-CVIU11-pattern43-target102 14 0 1 1 1 1 1 1 50 1 1
all-images-CVIU11-pattern43-target103 14 0 0 0 0 0 0 0 36 1 1
all-images-CVIU11-pattern43-target104 14 0 7 6 3 4 4 3 445 4 4
all-images-CVIU11-pattern43-target105 14 0 4 4 4 4 4 4 182 4 8
all-images-CVIU11-pattern43-target106 14 0 1 2 2 1 1 1 131 2 2
all-images-CVIU11-pattern43-target107 14 0 1 3 2 1 2 1 94 2 2
all-images-CVIU11-pattern43-target108 14 0 5 7 5 5 5 5 476 7 5
all-images-CVIU11-pattern43-target109 14 0 3 2 2 2 3 4 180 3 3
all-images-CVIU11-pattern43-target11 14 0 1 0 0 1 0 1 23 0 1
all-images-CVIU11-pattern43-target110 14 0 0 1 0 0 0 0 13 0 0
all-images-CVIU11-pattern43-target111 14 0 0 0 0 0 0 1 24 1 0
all-images-CVIU11-pattern43-target112 14 0 1 1 0 0 1 1 34 1 1
all-images-CVIU11-pattern43-target113 14 1 1 1 1 1 1 2 5 1 2
all-images-CVIU11-pattern43-target114 14 0 0 0 0 0 1 1 17 0 1
all-images-CVIU11-pattern43-target115 14 0 1 1 1 2 2 1 83 1 1
all-images-CVIU11-pattern43-target116 14 0 5 5 5 5 9 6 532 7 6
all-images-CVIU11-pattern43-target117 14 0 3 3 3 5 3 3 361 3 3
all-images-CVIU11-pattern43-target118 14 0 1 1 1 1 1 1 64 1 2
all-images-CVIU11-pattern43-target119 14 0 9 5 8 5 5 5 543 7 6
all-images-CVIU11-pattern43-target12 14 0 1 1 1 1 1 2 104 1 2
all-images-CVIU11-pattern43-target120 14 0 3 3 3 5 4 3 242 4 4
all-images-CVIU11-pattern43-target121 14 0 3 4 3 3 3 3 283 4 4
all-images-CVIU11-pattern43-target122 14 0 1 2 2 1 1 1 63 1 1
all-images-CVIU11-pattern43-target123 14 0 4 4 4 7 4 5 374 5 5
all-images-CVIU11-pattern43-target124 14 0 3 3 3 2 2 2 176 2 2
all-images-CVIU11-pattern43-target125 14 0 2 2 4 4 2 2 130 2 5
all-images-CVIU11-pattern43-target126 14 0 0 0 0 0 0 0 6 0 0
all-images-CVIU11-pattern43-target127 14 0 0 0 0 0 0 0 10 0 0
all-images-CVIU11-pattern43-target128 14 0 3 3 6 4 5 6 393 4 4
all-images-CVIU11-pattern43-target129 14 0 0 0 0 0 0 0 9 0 0
all-images-CVIU11-pattern43-target13 14 0 2 1 1 1 1 1 191 2 2
all-images-CVIU11-pattern43-target130 14 0 0 0 0 0 0 0 15 0 0
all-images-CVIU11-pattern43-target131 14 0 1 1 1 1 1 1 39 1 2
all-images-CVIU11-pattern43-target132 14 0 1 1 2 2 1 3 106 3 2
all-images-CVIU11-pattern43-target133 14 0 1 1 1 1 1 1 118 1 1
all-images-CVIU11-pattern43-target134 14 0 2 1 1 1 1 1 76 2 1
all-images-CVIU11-pattern43-target135 14 0 1 1 1 2 1 1 125 1 2
all-images-CVIU11-pattern43-target136 14 0 2 2 2 2 1 1 165 2 1
all-images-CVIU11-pattern43-target137 14 0 0 0 0 0 0 0 20 0 0
all-images-CVIU11-pattern43-target138 14 0 5 5 5 5 8 10 437 9 6
all-images-CVIU11-pattern43-target139 14 0 0 0 1 0 0 1 28 1 1
all-images-CVIU11-pattern43-target14 14 0 0 0 0 0 0 0 8 0 0
all-images-CVIU11-pattern43-target140 14 0 1 1 1 1 1 2 49 2 1
all-images-CVIU11-pattern43-target141 14 0 0 0 0 0 0 0 14 0 0
all-images-CVIU11-pattern43-target142 14 0 3 3 1 3 1 1 109 3 3
all-images-CVIU11-pattern43-target143 14 0 3 3 2 3 2 2 145 3 3
all-images-CVIU11-pattern43-target144 14 0 1 1 1 0 1 1 33 2 2
all-images-CVIU11-pattern43-target145 14 0 1 1 1 1 1 1 41 1 1
all-images-CVIU11-pattern43-target146 14 0 3 4 6 3 5 6 342 4 4
all-images-CVIU11-pattern43-target15 14 0 0 0 0 0 0 0 3 0 0
all-images-CVIU11-pattern43-target16 14 0 1 1 0 0 0 1 43 1 1
all-images-CVIU11-pattern43-target17 14 0 4 4 4 4 7 7 333 5 8
all-images-CVIU11-pattern43-target18 14 0 3 4 3 6 6 3 321 4 4
all-images-CVIU11-pattern43-target19 14 0 4 4 10 4 4 5 424 5 10
all-images-CVIU11-pattern43-target2 14 0 1 1 1 1 1 1 47 2 1
all-images-CVIU11-pattern43-target20 14 0 4 4 4 4 4 7 352 5 8
all-images-CVIU11-pattern43-target21 14 0 1 1 1 1 1 2 159 2 2
all-images-CVIU11-pattern43-target22 14 0 1 1 1 1 1 1 51 1 1
all-images-CVIU11-pattern43-target23 14 0 3 3 3 3 4 3 257 7 8
all-images-CVIU11-pattern43-target24 14 0 0 0 0 0 0 0 9 0 0
all-images-CVIU11-pattern43-target25 14 0 1 1 0 0 0 0 35 1 1
all-images-CVIU11-pattern43-target26 14 0 1 0 0 0 0 0 31 1 1
all-images-CVIU11-pattern43-target27 14 0 1 2 1 1 1 1 116 1 1
all-images-CVIU11-pattern43-target28 14 0 0 0 0 0 0 0 3 0 0
all-images-CVIU11-pattern43-target29 14 0 6 5 5 5 5 5 777 6 6
all-images-CVIU11-pattern43-target3 14 0 3 7 3 3 3 3 249 4 4
all-images-CVIU11-pattern43-target30 14 0 4 5 6 3 3 3 179 3 3
all-images-CVIU11-pattern43-target31 14 0 3 5 3 2 5 2 267 3 3
all-images-CVIU11-pattern43-target32 14 0 8 5 5 9 6 5 586 6 6
all-images-CVIU11-pattern43-target33 14 0 5 5 5 5 5 5 532 6 6
all-images-CVIU11-pattern43-target34 14 0 1 1 1 1 1 1 82 1 1
all-images-CVIU11-pattern43-target35 14 0 8 5 9 9 5 5 466 6 6
all-images-CVIU11-pattern43-target36 14 0 1 1 2 1 2 1 102 2 2
all-images-CVIU11-pattern43-target37 14 0 3 3 6 3 3 4 285 4 4
all-images-CVIU11-pattern43-target38 14 0 4 4 5 4 4 4 405 5 5
all-images-CVIU11-pattern43-target39 14 0 1 2 2 2 1 1 95 1 1
all-images-CVIU11-pattern43-target4 14 0 2 3 2 2 3 3 178 5 3
all-images-CVIU11-pattern43-target40 14 0 1 1 1 1 1 1 109 1 1
all-images-CVIU11-pattern43-target41 14 0 1 1 1 1 1 1 87 1 1
all-images-CVIU11-pattern43-target42 14 0 2 1 1 2 1 1 128 2 2
all-images-CVIU11-pattern43-target43 14 0 4 4 4 4 4 4 335 4 5
all-images-CVIU11-pattern43-target44 14 0 4 4 5 4 4 5 470 9 5
all-images-CVIU11-pattern43-target45 14 0 3 4 4 4 3 3 398 4 4
all-images-CVIU11-pattern43-target46 14 0 3 1 2 1 1 2 166 2 2
all-images-CVIU11-pattern43-target47 14 0 5 4 4 4 5 4 457 5 6
all-images-CVIU11-pattern43-target48 14 0 1 1 2 1 1 2 58 1 1
all-images-CVIU11-pattern43-target49 14 0 1 1 2 1 2 1 161 2 2
