instance family sat restarting3 restarting3con10000 parallel3t32 parallel3t32con10000 nonsharing3t32 mpi3h6t16npn2bt32con10000
si6_r01_m400.01 7 1 1091 1049 591 683 721 262
si6_r01_m400.09 7 1 2071 1136 551 419 912 288
si2_m4Dr4_m625.07 6 1 11 12 108 126 108 82
si2_m4Dr4_m625.02 6 1 13 12 113 109 74 81
si2_m4Dr4_m625.03 6 1 11 9 114 107 95 79
si2_m4Dr4_m625.00 6 1 15 9 99 106 67 81
si2_m4Dr4_m625.05 6 1 17 11 99 117 69 82
si2_m4Dr4_m625.06 6 1 17 18 126 119 65 83
si2_m4Dr4_m625.09 6 1 1142 435 265 235 312 80
si2_m4Dr4_m625.01 6 1 18 12 117 122 91 83
si2_m4Dr4_m625.08 6 1 38 22 116 121 113 84
si2_m4Dr4_m625.04 6 1 20 16 120 120 101 82
si4_r01_m400.01 7 1 674 645 222 391 250 215
si4_r01_m400.08 7 1 193 129 189 169 155 180
si4_r01_m400.02 7 1 1764 1275 409 452 904 638
si4_r01_m400.03 7 1 842 2160 714 677 227 349
si4_r01_m400.07 7 1 235 116 158 165 148 163
si4_r01_m400.06 7 1 116 110 236 211 185 212
si4_r01_m400.04 7 1 14068 24332 3457 4501 769 2067
si4_r01_m400.00 7 1 19612 17492 3120 3066 11586 1561
si4_r01_m400.05 7 1 1263 1395 556 772 705 177
si4_r01_m400.09 7 1 10102 8441 2205 2153 6355 417
si2_b09m_m400.09 4 1 6 6 47 47 43 50
si2_b09m_m400.03 4 1 6 12 50 49 36 52
si2_b09m_m400.01 4 1 10 5 58 63 36 43
si2_b09m_m400.08 4 1 7 6 56 58 42 51
si2_b09m_m400.05 4 1 6 6 59 57 42 51
si2_b09m_m400.06 4 1 8 8 54 57 28 51
si2_b09m_m400.00 4 1 8 6 60 60 49 51
si2_b09m_m400.02 4 1 5 5 52 54 44 50
si2_b09m_m400.04 4 1 8 10 53 47 48 49
si2_b09m_m400.07 4 1 8 7 52 56 48 52
si2_b09_m800.07 3 1 26 26 180 177 153 125
si2_b09_m800.04 3 1 31 36 187 170 122 127
si2_b09_m800.05 3 1 33 37 178 188 156 126
si2_b09_m800.00 3 1 29 43 180 197 171 123
si2_b09_m800.02 3 1 43 42 182 182 156 124
si2_b09_m800.01 3 1 40 40 190 168 164 126
si2_b09_m800.08 3 1 30 33 163 185 161 126
si2_b09_m800.09 3 1 44 44 174 172 158 126
si2_b09_m800.03 3 1 29 35 172 189 161 126
si2_b09_m800.06 3 1 26 25 174 179 163 126
si6_b03_m400.04 3 1 20 8 116 121 108 85
si6_b03_m400.09 3 1 9 18 126 137 113 86
si6_b03_m400.02 3 1 17 16 126 102 102 86
si6_b03_m400.06 3 1 10 17 135 121 120 87
si6_b03_m400.05 3 1 15 17 120 112 108 87
si6_b03_m400.08 3 1 10 13 130 130 118 81
si6_b03_m400.01 3 1 10 8 134 124 125 88
si6_b03_m400.07 3 1 17 13 122 130 118 88
si6_b03_m400.03 3 1 18 17 115 127 122 88
si6_b03_m400.00 3 1 13 16 126 128 119 89
si2_r005_m600.03 7 1 3315 3534 760 1091 1669 290
si2_r005_m600.00 7 1 211105 227817 23515 23447 132311 4384
si2_r005_m600.06 7 1 8920 7327 1690 2473 5261 476
si2_r005_m600.01 7 1 96270 114452 16121 13336 87509 435
si2_r005_m600.04 7 1 15589 8144 1174 981 4086 749
si2_r005_m600.09 7 1 648 638 261 424 405 205
si2_r005_m600.05 7 1 226738 248746 26380 24110 96071 3748
si2_r005_m600.02 7 1 20216 21647 2552 3252 3567 868
si2_r005_m600.08 7 1 22488 19487 2889 3356 4486 1798
si2_r005_m600.07 7 1 5694 4291 1012 1233 3116 250
si4_r01_m600.05 7 1 2786 4041 1283 1855 1249 599
si4_r01_m600.02 7 1 2841 7667 1947 3021 1355 1913
si4_r01_m600.03 7 1 18303 28702 2356 5090 4346 3129
si4_r01_m600.07 7 1 11445 7905 3091 3571 3288 1002
si4_r01_m600.08 7 1 13816 5539 2986 4000 8083 1746
si4_r01_m600.06 7 1 13908 16925 4112 5352 11590 2132
si4_r01_m600.01 7 1 2567 1853 825 1513 1052 1524
si4_r01_m600.04 7 1 414 1212 437 538 373 505
si4_r01_m600.00 7 1 666 570 493 505 404 469
si4_r01_m600.09 7 1 22428 35407 5338 6759 13637 873
si2_b09_m400.04 3 1 12 12 54 62 44 52
si2_b09_m400.08 3 1 7 6 54 56 46 52
si2_b09_m400.05 3 1 9 8 48 52 30 52
si2_b09_m400.01 3 1 12 9 56 58 46 53
si2_b09_m400.03 3 1 7 8 53 44 37 53
si2_b09_m400.02 3 1 7 12 59 61 44 53
si2_b09_m400.07 3 1 11 10 58 63 42 53
si2_b09_m400.09 3 1 9 7 58 54 53 53
si2_b09_m400.06 3 1 12 12 59 63 46 53
si2_b09_m400.00 3 1 12 12 56 57 48 52
si4_b06_m200.06 3 1 4 3 32 35 24 35
si4_b06_m200.03 3 1 2 3 34 34 28 36
si4_b06_m200.02 3 1 2 2 35 33 32 37
si4_b06_m200.07 3 1 3 2 34 28 32 37
si4_b06_m200.05 3 1 3 4 31 32 24 38
si4_b06_m200.08 3 1 2 2 33 36 26 36
si4_b06_m200.00 3 1 4 3 32 28 26 36
si4_b06_m200.04 3 1 2 2 35 31 26 35
si4_b06_m200.01 3 1 2 2 36 39 32 37
si4_b06_m200.09 3 1 2 2 27 37 32 37
si4_r005_m400.06 7 1 130 89 143 153 119 160
si4_r005_m400.03 7 1 111 86 155 155 131 139
si4_r005_m400.07 7 1 432 455 253 307 342 182
si4_r005_m400.01 7 1 116 110 135 146 121 141
si4_r005_m400.04 7 1 268 246 250 352 338 140
si4_r005_m400.00 7 1 138 118 189 134 139 139
si4_r005_m400.09 7 1 64 70 151 130 125 142
si4_r005_m400.05 7 1 99 132 142 155 138 145
si4_r005_m400.08 7 1 62 71 128 127 84 139
si4_r005_m400.02 7 1 445 631 310 548 483 141
si4_m4Dr2_m1296.07 6 1 115 99 627 668 598 398
si4_m4Dr2_m1296.00 6 1 68 123 675 716 612 399
si4_m4Dr2_m1296.05 6 1 80 81 678 696 572 397
si4_m4Dr2_m1296.04 6 1 128 129 620 609 633 398
si4_m4Dr2_m1296.08 6 1 145 113 656 623 493 411
si4_m4Dr2_m1296.01 6 1 112 81 658 681 564 395
si4_m4Dr2_m1296.06 6 1 108 105 638 602 601 393
si4_m4Dr2_m1296.02 6 1 106 76 633 698 578 393
si4_m4Dr2_m1296.03 6 1 83 81 627 666 638 401
si4_m4Dr2_m1296.09 6 1 130 136 598 587 644 401
si6_b09_m800.03 3 1 95 88 402 411 384 282
si6_b09_m800.09 3 1 101 101 486 475 414 285
si6_b09_m800.07 3 1 100 60 447 437 422 288
si6_b09_m800.05 3 1 73 62 409 423 406 302
si6_b09_m800.04 3 1 121 70 426 431 443 289
si6_b09_m800.01 3 1 71 113 410 490 423 305
si6_b09_m800.00 3 1 109 110 412 451 400 287
si6_b09_m800.02 3 1 70 108 423 475 456 286
si6_b09_m800.06 3 1 74 108 431 437 422 289
si6_b09_m800.08 3 1 101 88 458 429 379 287
si6_b06m_m400.00 4 1 16 15 123 123 119 82
si6_b06m_m400.08 4 1 13 15 116 129 118 87
si6_b06m_m400.03 4 1 13 10 98 121 105 86
si6_b06m_m400.04 4 1 18 13 124 111 115 86
si6_b06m_m400.06 4 1 15 13 134 115 110 87
si6_b06m_m400.07 4 1 17 16 129 112 112 88
si6_b06m_m400.09 4 1 18 11 112 132 107 88
si6_b06m_m400.02 4 1 17 17 129 128 119 88
si6_b06m_m400.01 4 1 8 10 114 109 94 88
si6_b06m_m400.05 4 1 10 15 131 127 116 87
si2_m4Dr4_m1296.08 6 1 62 36 339 348 294 224
si2_m4Dr4_m1296.07 6 1 38 43 318 345 298 217
si2_m4Dr4_m1296.03 6 1 58 57 339 356 327 227
si2_m4Dr4_m1296.05 6 1 42 62 315 305 307 221
si2_m4Dr4_m1296.06 6 1 55 48 290 313 315 214
si2_m4Dr4_m1296.04 6 1 43 52 351 349 306 211
si2_m4Dr4_m1296.09 6 1 61 60 309 366 290 220
si2_m4Dr4_m1296.01 6 1 59 61 359 371 305 219
si2_m4Dr4_m1296.00 6 1 44 46 358 352 303 221
si2_m4Dr4_m1296.02 6 1 94 76 302 335 282 215
si6_m4Dr6_m1296.02 6 1 138 138 993 994 920 614
si6_m4Dr6_m1296.08 6 1 193 118 1036 1020 991 610
si6_m4Dr6_m1296.07 6 1 182 148 892 952 874 606
si6_m4Dr6_m1296.06 6 1 146 154 1012 924 881 609
si6_m4Dr6_m1296.03 6 1 238 169 983 940 992 614
si6_m4Dr6_m1296.04 6 1 232 147 1005 949 890 621
si6_m4Dr6_m1296.05 6 1 127 165 940 943 960 617
si6_m4Dr6_m1296.00 6 1 137 135 1041 1005 989 609
si6_m4Dr6_m1296.09 6 1 166 148 981 1033 889 605
si6_m4Dr6_m1296.01 6 1 135 136 1053 948 893 610
si4_m4Dr2_m256.00 6 1 3 3 45 49 45 42
si4_m4Dr2_m256.01 6 1 4 4 40 41 37 42
si4_m4Dr2_m256.05 6 1 2 5 35 33 45 43
si4_m4Dr2_m256.04 6 1 4 4 49 48 46 41
si4_m4Dr2_m256.08 6 1 2 4 47 43 34 43
si4_m4Dr2_m256.07 6 1 5 7 40 42 44 43
si4_m4Dr2_m256.06 6 1 5 3 48 51 35 44
si4_m4Dr2_m256.02 6 1 4 3 45 45 47 42
si4_m4Dr2_m256.09 6 1 3 5 44 44 44 43
si4_m4Dr2_m256.03 6 1 4 4 47 44 46 43
si4_b09m_m200.01 4 1 3 2 33 38 27 37
si4_b09m_m200.00 4 1 4 3 35 31 35 39
si4_b09m_m200.03 4 1 4 4 34 32 32 37
si4_b09m_m200.06 4 1 3 4 33 39 31 39
si4_b09m_m200.02 4 1 2 3 34 32 34 38
si4_b09m_m200.04 4 1 4 4 38 37 33 37
si4_b09m_m200.05 4 1 4 4 36 35 26 37
si4_b09m_m200.07 4 1 4 3 30 34 37 38
si4_b09m_m200.08 4 1 3 2 25 33 30 38
si4_b09m_m200.09 4 1 3 2 34 33 35 37
si4_m4Dr4_m625.07 6 1 19 31 193 187 197 128
si4_m4Dr4_m625.05 6 1 29 30 190 179 156 126
si4_m4Dr4_m625.01 6 1 24 28 178 174 151 125
si4_m4Dr4_m625.08 6 1 23 31 191 191 185 127
si4_m4Dr4_m625.09 6 1 18 21 189 185 166 124
si4_m4Dr4_m625.00 6 1 29 20 192 177 176 135
si4_m4Dr4_m625.04 6 1 26 26 194 193 164 125
si4_m4Dr4_m625.06 6 1 27 34 171 192 179 127
si4_m4Dr4_m625.03 6 1 26 30 186 191 138 127
si4_m4Dr4_m625.02 6 1 25 24 198 176 142 123
si4_m4Dr4_m1296.03 6 1 115 82 581 695 598 398
si4_m4Dr4_m1296.01 6 1 82 110 639 646 647 403
si4_m4Dr4_m1296.00 6 1 104 79 603 603 657 395
si4_m4Dr4_m1296.07 6 1 98 100 703 699 572 404
si4_m4Dr4_m1296.02 6 1 113 94 589 621 607 400
si4_m4Dr4_m1296.04 6 1 118 72 647 655 597 401
si4_m4Dr4_m1296.09 6 1 84 83 655 645 595 402
si4_m4Dr4_m1296.06 6 1 88 97 615 625 602 407
si4_m4Dr4_m1296.08 6 1 112 110 619 672 630 397
si4_m4Dr4_m1296.05 6 1 120 146 658 665 617 408
si2_r005_m400.05 7 1 2350 2080 332 694 859 146
si2_r005_m400.06 7 1 768 515 299 527 437 102
si2_r005_m400.08 7 1 195 147 132 202 172 99
si2_r005_m400.02 7 1 50509 42628 6180 5602 20030 3206
si2_r005_m400.03 7 1 3211 3710 800 910 2057 181
si2_r005_m400.00 7 1 990 1013 251 470 596 96
si2_r005_m400.07 7 1 15491 8943 2198 2314 2359 235
si2_r005_m400.09 7 1 115 87 128 95 94 104
si2_r005_m400.04 7 1 708 668 287 302 208 145
si2_r005_m400.01 7 1 83 115 97 94 58 102
si2_b06m_m400.03 4 1 5 3 57 56 29 47
si2_b06m_m400.06 4 1 5 6 52 61 33 47
si2_b06m_m400.05 4 1 4 4 47 57 40 48
si2_b06m_m400.01 4 1 5 7 61 53 50 47
si2_b06m_m400.00 4 1 6 4 54 57 36 48
si2_b06m_m400.08 4 1 6 7 57 54 35 47
si2_b06m_m400.07 4 1 5 4 59 60 40 48
si2_b06m_m400.09 4 1 6 6 56 52 51 47
si2_b06m_m400.04 4 1 8 6 52 43 40 48
si2_b06m_m400.02 4 1 7 4 57 63 52 51
si6_r005_m600.02 7 1 735 759 710 700 668 676
si6_r005_m600.08 7 1 352 355 529 556 539 518
si6_r005_m600.03 7 1 409 373 625 587 460 596
si6_r005_m600.05 7 1 602 676 460 495 533 514
si6_r005_m600.07 7 1 418 573 565 554 610 579
si6_r005_m600.04 7 1 630 515 507 628 491 510
si6_r005_m600.06 7 1 1637 1100 1050 1115 818 547
si6_r005_m600.01 7 1 402 439 514 517 454 520
si6_r005_m600.09 7 1 465 625 523 642 522 509
si6_r005_m600.00 7 1 550 533 483 474 499 512
si6_r005_m200.02 7 1 17 24 49 48 43 58
si6_r005_m200.08 7 1 10 10 63 52 45 61
si6_r005_m200.09 7 1 13 13 58 57 42 58
si6_r005_m200.05 7 1 17 12 60 53 48 52
si6_r005_m200.03 7 1 10 12 55 50 29 50
si6_r005_m200.00 7 1 17 12 59 54 50 58
si6_r005_m200.04 7 1 10 15 47 51 38 58
si6_r005_m200.07 7 1 21 15 55 53 40 57
si6_r005_m200.01 7 1 11 11 53 55 44 58
si6_r005_m200.06 7 1 11 17 58 53 44 56
si2_m4Dr6_m625.06 6 1 14 22 106 111 69 82
si2_m4Dr6_m625.08 6 1 17 15 112 115 106 82
si2_m4Dr6_m625.07 6 1 19 15 122 122 90 85
si2_m4Dr6_m625.03 6 1 16 10 115 123 106 81
si2_m4Dr6_m625.04 6 1 11 11 113 111 98 82
si2_m4Dr6_m625.05 6 1 20 11 116 105 112 81
si2_m4Dr6_m625.09 6 1 14 9 130 117 86 82
si2_m4Dr6_m625.01 6 1 19 24 120 110 95 79
si2_m4Dr6_m625.02 6 1 15 15 110 118 105 83
si2_m4Dr6_m625.00 6 1 13 16 114 118 103 81
si6_b03_m800.02 3 1 84 48 389 388 405 261
si6_b03_m800.04 3 1 71 51 439 402 409 262
si6_b03_m800.03 3 1 51 71 396 393 421 262
si6_b03_m800.05 3 1 69 73 384 379 401 257
si6_b03_m800.06 3 1 72 41 421 361 362 262
si6_b03_m800.01 3 1 41 70 423 391 367 255
si6_b03_m800.00 3 1 80 49 381 393 379 259
si6_b03_m800.07 3 1 49 80 391 412 371 259
si6_b03_m800.09 3 1 48 51 395 399 430 255
si6_b03_m800.08 3 1 41 64 431 377 408 254
si4_m4D_m1296.09 5 1 69 79 632 657 575 381
si4_m4D_m1296.06 5 1 97 61 671 596 566 386
si4_m4D_m1296.05 5 1 118 110 621 644 588 386
si4_m4D_m1296.00 5 1 420 324 596 558 551 313
si4_m4D_m1296.03 5 1 169 107 522 535 452 295
si4_m4D_m1296.04 5 1 72 80 601 559 654 388
si4_m4D_m1296.08 5 1 370 2092 476 501 497 308
si4_m4D_m1296.02 5 1 146 133 513 532 431 303
si4_m4D_m1296.01 5 1 84 98 652 617 591 386
si4_m4D_m1296.07 5 1 74 75 676 661 612 381
si6_b03m_m400.03 4 1 18 11 125 113 112 84
si6_b03m_m400.01 4 1 11 8 127 107 102 84
si6_b03m_m400.09 4 1 7 10 123 121 105 82
si6_b03m_m400.08 4 1 11 6 126 125 95 79
si6_b03m_m400.07 4 1 13 14 123 106 118 78
si6_b03m_m400.02 4 1 12 13 115 125 107 85
si6_b03m_m400.05 4 1 17 8 118 108 109 79
si6_b03m_m400.00 4 1 13 10 118 126 100 84
si6_b03m_m400.06 4 1 10 18 129 106 102 84
si6_b03m_m400.04 4 1 10 11 125 115 107 86
si4_m4D_m256.07 5 1 3 4 46 49 42 43
si4_m4D_m256.06 5 1 2 4 52 41 49 42
si4_m4D_m256.05 5 1 2 5 50 51 47 43
si4_m4D_m256.08 5 1 4 2 41 44 44 42
si4_m4D_m256.04 5 1 3 4 48 39 36 43
si4_m4D_m256.09 5 1 2 4 43 39 46 42
si4_m4D_m256.02 5 1 4 4 46 51 49 42
si4_m4D_m256.00 5 1 5 5 43 42 40 34
si4_m4D_m256.03 5 1 2 2 32 48 42 42
si4_m4D_m256.01 5 1 5 4 41 34 45 43
si6_b06m_m800.07 4 1 50 38 334 367 359 252
si6_b06m_m800.04 4 1 61 37 394 401 391 254
si6_b06m_m800.01 4 1 68 67 435 426 359 256
si6_b06m_m800.00 4 1 47 72 408 410 344 251
si6_b06m_m800.05 4 1 47 45 384 385 389 253
si6_b06m_m800.08 4 1 63 51 416 325 411 254
si6_b06m_m800.09 4 1 64 39 361 393 346 257
si6_b06m_m800.02 4 1 68 68 399 388 363 253
si6_b06m_m800.03 4 1 91 71 418 391 390 254
si6_b06m_m800.06 4 1 74 70 393 408 376 252
si4_r001_m400.08 7 1 26 27 96 95 95 73
si4_r001_m400.06 7 1 13 15 89 96 87 72
si4_r001_m400.02 7 1 14 17 98 98 83 74
si4_r001_m400.00 7 1 17 14 100 104 85 74
si4_r001_m400.04 7 1 10 17 105 101 78 72
si4_r001_m400.03 7 1 15 15 100 95 92 73
si4_r001_m400.09 7 1 13 13 102 96 87 73
si4_r001_m400.05 7 1 50 30 77 87 98 73
si4_r001_m400.01 7 1 12 12 88 99 93 73
si4_r001_m400.07 7 1 33 30 113 102 110 66
si2_m4Dr6_m1296.00 6 1 79 54 399 376 342 216
si2_m4Dr6_m1296.01 6 1 45 43 339 352 323 218
si2_m4Dr6_m1296.09 6 1 69 65 315 368 286 213
si2_m4Dr6_m1296.06 6 1 66 57 335 331 290 213
si2_m4Dr6_m1296.03 6 1 36 56 320 311 301 212
si2_m4Dr6_m1296.02 6 1 59 60 310 351 320 221
si2_m4Dr6_m1296.05 6 1 66 67 328 363 339 229
si2_m4Dr6_m1296.08 6 1 68 65 336 352 310 220
si2_m4Dr6_m1296.04 6 1 64 51 338 387 311 219
si2_m4Dr6_m1296.07 6 1 71 61 339 319 329 226
si2_b03_m800.07 3 1 22 23 159 163 132 108
si2_b03_m800.08 3 1 22 22 166 172 127 110
si2_b03_m800.04 3 1 18 16 169 161 157 112
si2_b03_m800.05 3 1 29 17 169 160 146 109
si2_b03_m800.09 3 1 23 21 170 159 147 110
si2_b03_m800.00 3 1 23 15 164 164 122 109
si2_b03_m800.02 3 1 22 21 161 163 145 110
si2_b03_m800.03 3 1 23 26 176 162 142 112
si2_b03_m800.01 3 1 17 26 159 146 168 108
si2_b03_m800.06 3 1 16 24 156 168 149 109
si4_b03m_m200.05 4 1 1 2 30 31 33 36
si4_b03m_m200.02 4 1 2 1 29 31 28 34
si4_b03m_m200.04 4 1 1 1 34 30 31 35
si4_b03m_m200.07 4 1 1 1 35 30 30 36
si4_b03m_m200.00 4 1 2 2 32 33 35 35
si4_b03m_m200.06 4 1 2 1 34 35 31 34
si4_b03m_m200.03 4 1 1 2 39 33 28 35
si4_b03m_m200.09 4 1 1 1 34 29 29 34
si4_b03m_m200.08 4 1 1 2 29 27 31 36
si4_b03m_m200.01 4 1 1 1 31 33 28 34
si2_b06m_m200.04 4 1 1 2 24 26 25 31
si2_b06m_m200.03 4 1 3 1 25 27 26 32
si2_b06m_m200.08 4 1 2 2 27 22 19 31
si2_b06m_m200.06 4 1 1 1 25 25 22 32
si2_b06m_m200.05 4 1 1 1 22 21 22 31
si2_b06m_m200.02 4 1 1 1 23 23 23 30
si2_b06m_m200.00 4 1 1 2 22 26 25 31
si2_b06m_m200.01 4 1 3 1 25 24 20 31
si2_b06m_m200.09 4 1 2 1 24 23 24 31
si2_b06m_m200.07 4 1 1 1 23 20 23 29
si6_m4Dr4_m625.05 6 1 42 35 257 223 264 179
si6_m4Dr4_m625.09 6 1 26 40 245 262 221 180
si6_m4Dr4_m625.04 6 1 47 47 260 267 260 180
si6_m4Dr4_m625.00 6 1 52 52 241 261 235 184
si6_m4Dr4_m625.08 6 1 49 31 260 250 274 181
si6_m4Dr4_m625.06 6 1 24 40 283 263 262 181
si6_m4Dr4_m625.01 6 1 43 29 227 246 266 178
si6_m4Dr4_m625.03 6 1 42 27 280 273 252 184
si6_m4Dr4_m625.07 6 1 30 43 264 259 266 184
si6_m4Dr4_m625.02 6 1 47 48 267 263 278 178
si4_b03_m200.06 3 1 2 1 35 35 31 34
si4_b03_m200.02 3 1 1 2 34 34 32 34
si4_b03_m200.07 3 1 2 3 32 37 23 36
si4_b03_m200.04 3 1 2 1 32 33 27 36
si4_b03_m200.03 3 1 1 3 37 32 32 36
si4_b03_m200.05 3 1 4 1 36 35 35 35
si4_b03_m200.09 3 1 2 2 35 34 29 35
si4_b03_m200.01 3 1 1 2 31 30 31 36
si4_b03_m200.00 3 1 1 2 34 34 23 35
si4_b03_m200.08 3 1 2 2 35 34 29 35
si2_b03_m400.03 3 1 6 6 58 54 56 43
si2_b03_m400.06 3 1 5 6 63 56 59 47
si2_b03_m400.07 3 1 3 3 54 58 57 47
si2_b03_m400.01 3 1 3 5 57 62 57 46
si2_b03_m400.05 3 1 4 3 58 54 46 46
si2_b03_m400.09 3 1 5 5 52 58 51 47
si2_b03_m400.02 3 1 6 5 59 55 55 46
si2_b03_m400.00 3 1 7 4 56 54 48 40
si2_b03_m400.08 3 1 5 3 55 59 54 46
si2_b03_m400.04 3 1 3 5 57 61 48 47
si4_b09_m200.02 3 1 3 3 36 32 32 39
si4_b09_m200.01 3 1 4 3 37 26 32 39
si4_b09_m200.00 3 1 6 3 35 39 37 39
si4_b09_m200.09 3 1 3 5 39 33 34 39
si4_b09_m200.08 3 1 3 3 37 33 38 40
si4_b09_m200.04 3 1 5 3 36 34 33 39
si4_b09_m200.06 3 1 2 2 30 32 35 38
si4_b09_m200.05 3 1 3 2 37 34 36 39
si4_b09_m200.07 3 1 3 5 37 36 36 39
si4_b09_m200.03 3 1 3 6 32 37 33 38
si4_m4Dr4_m256.05 6 1 4 3 50 42 48 44
si4_m4Dr4_m256.09 6 1 2 2 47 43 45 43
si4_m4Dr4_m256.01 6 1 3 4 47 48 45 43
si4_m4Dr4_m256.03 6 1 3 2 51 50 45 44
si4_m4Dr4_m256.06 6 1 5 3 50 43 45 43
si4_m4Dr4_m256.07 6 1 4 6 45 48 40 43
si4_m4Dr4_m256.00 6 1 2 4 47 42 44 44
si4_m4Dr4_m256.02 6 1 2 5 49 47 48 43
si4_m4Dr4_m256.08 6 1 4 5 44 50 41 43
si4_m4Dr4_m256.04 6 1 3 3 43 39 45 43
si2_m4D_m625.01 5 1 17 17 117 119 110 82
si2_m4D_m625.00 5 1 18 19 113 115 104 79
si2_m4D_m625.08 5 1 138 204 118 110 97 85
si2_m4D_m625.04 5 1 14 9 118 120 112 79
si2_m4D_m625.09 5 1 141 107 106 97 110 81
si2_m4D_m625.02 5 1 14 18 117 114 98 79
si2_m4D_m625.05 5 1 27 16 114 122 115 85
si2_m4D_m625.06 5 1 118 175 120 115 102 80
si2_m4D_m625.07 5 1 36 50 118 124 107 81
si2_m4D_m625.03 5 1 14 14 110 125 93 83
si4_b09_m800.03 3 1 39 70 281 293 276 199
si4_b09_m800.02 3 1 41 40 320 320 263 204
si4_b09_m800.09 3 1 82 50 312 295 287 203
si4_b09_m800.06 3 1 46 82 309 292 287 200
si4_b09_m800.04 3 1 76 42 326 306 294 208
si4_b09_m800.05 3 1 41 38 251 291 298 210
si4_b09_m800.00 3 1 67 74 295 284 273 201
si4_b09_m800.01 3 1 69 69 321 306 266 197
si4_b09_m800.07 3 1 83 83 292 317 303 205
si4_b09_m800.08 3 1 107 73 300 303 279 205
si2_m4Dr4_m256.05 6 1 4 2 29 28 29 34
si2_m4Dr4_m256.02 6 1 2 2 32 29 33 34
si2_m4Dr4_m256.00 6 1 4 2 32 30 25 34
si2_m4Dr4_m256.07 6 1 1 2 31 31 26 35
si2_m4Dr4_m256.03 6 1 2 2 32 32 31 34
si2_m4Dr4_m256.06 6 1 3 3 32 32 27 34
si2_m4Dr4_m256.04 6 1 3 3 27 33 33 34
si2_m4Dr4_m256.09 6 1 1 1 29 32 28 35
si2_m4Dr4_m256.01 6 1 2 3 29 32 27 35
si2_m4Dr4_m256.08 6 1 3 2 34 29 28 34
si6_m4Dr2_m256.04 6 1 6 4 62 54 65 52
si6_m4Dr2_m256.08 6 1 7 5 60 56 62 52
si6_m4Dr2_m256.00 6 1 4 9 58 54 60 54
si6_m4Dr2_m256.07 6 1 5 5 57 54 58 52
si6_m4Dr2_m256.01 6 1 8 6 61 65 56 52
si6_m4Dr2_m256.09 6 1 6 3 62 64 45 51
si6_m4Dr2_m256.03 6 1 4 6 70 57 54 51
si6_m4Dr2_m256.05 6 1 4 6 61 68 63 51
si6_m4Dr2_m256.02 6 1 4 3 66 63 55 50
si6_m4Dr2_m256.06 6 1 7 6 62 57 59 52
si6_b06_m800.00 3 1 82 68 356 396 395 272
si6_b06_m800.05 3 1 51 57 436 379 402 272
si6_b06_m800.02 3 1 63 81 386 415 356 276
si6_b06_m800.07 3 1 102 67 457 402 442 267
si6_b06_m800.08 3 1 61 54 460 415 421 274
si6_b06_m800.09 3 1 86 66 444 388 416 268
si6_b06_m800.06 3 1 80 80 398 393 390 274
si6_b06_m800.01 3 1 57 72 425 420 389 269
si6_b06_m800.04 3 1 60 59 410 438 434 268
si6_b06_m800.03 3 1 62 101 417 427 449 274
si4_b09m_m800.06 4 1 36 29 271 248 268 183
si4_b09m_m800.01 4 1 48 29 278 286 261 187
si4_b09m_m800.02 4 1 49 31 263 261 273 184
si4_b09m_m800.08 4 1 33 31 271 268 276 191
si4_b09m_m800.04 4 1 52 36 263 296 242 190
si4_b09m_m800.03 4 1 36 34 253 276 265 183
si4_b09m_m800.09 4 1 51 42 271 236 264 192
si4_b09m_m800.05 4 1 43 44 260 253 257 180
si4_b09m_m800.00 4 1 46 55 289 249 275 192
si4_b09m_m800.07 4 1 29 44 258 268 276 189
si2_b06_m800.04 3 1 35 34 170 152 154 115
si2_b06_m800.07 3 1 20 21 155 173 166 117
si2_b06_m800.02 3 1 17 20 158 177 172 115
si2_b06_m800.00 3 1 29 29 164 182 167 118
si2_b06_m800.03 3 1 28 32 170 167 149 121
si2_b06_m800.05 3 1 20 28 161 148 169 120
si2_b06_m800.09 3 1 20 33 154 157 169 125
si2_b06_m800.01 3 1 27 20 163 161 154 114
si2_b06_m800.08 3 1 23 28 175 151 144 117
si2_b06_m800.06 3 1 17 28 178 179 143 122
si6_m4D_m256.03 5 1 5 7 61 62 59 51
si6_m4D_m256.08 5 1 5 3 58 68 65 52
si6_m4D_m256.07 5 1 4 4 66 62 58 51
si6_m4D_m256.00 5 1 6 6 57 48 60 50
si6_m4D_m256.01 5 1 5 5 57 61 57 50
si6_m4D_m256.05 5 1 5 4 65 60 59 51
si6_m4D_m256.09 5 1 3 6 67 62 52 52
si6_m4D_m256.04 5 1 3 3 60 57 61 52
si6_m4D_m256.02 5 1 6 4 67 60 61 50
si6_m4D_m256.06 5 1 5 6 62 58 62 52
si2_b06m_m800.07 4 1 13 13 167 155 126 110
si2_b06m_m800.02 4 1 19 14 163 156 148 111
si2_b06m_m800.03 4 1 14 20 166 160 137 112
si2_b06m_m800.01 4 1 12 18 155 164 147 106
si2_b06m_m800.08 4 1 15 23 143 171 144 107
si2_b06m_m800.04 4 1 17 15 157 128 140 108
si2_b06m_m800.06 4 1 21 14 158 163 165 109
si2_b06m_m800.09 4 1 12 17 157 148 135 108
si2_b06m_m800.05 4 1 14 13 157 159 142 106
si2_b06m_m800.00 4 1 14 14 161 146 127 111
si4_b06m_m200.00 4 1 2 3 35 33 31 35
si4_b06m_m200.08 4 1 2 3 28 32 30 36
