instance family sat restarting3 restarting3con10000 parallel3t32 parallel3t32con10000 nonsharing3t32 mpi3h6t16npn2bt32con10000
all-images-CVIU11-pattern40-target135 14 0 95 93 366 421 243 262
all-images-CVIU11-pattern40-target136 14 0 121 106 389 416 300 283
all-images-CVIU11-pattern40-target137 14 0 44 47 182 202 137 133
all-images-CVIU11-pattern40-target138 14 0 389 376 1137 1262 808 822
all-images-CVIU11-pattern40-target139 14 0 44 55 305 299 177 187
all-images-CVIU11-pattern40-target14 14 0 31 42 230 217 145 140
all-images-CVIU11-pattern40-target140 14 0 61 79 293 321 242 215
all-images-CVIU11-pattern40-target141 14 0 77 70 235 229 157 150
all-images-CVIU11-pattern40-target142 14 0 123 97 421 382 283 264
all-images-CVIU11-pattern40-target143 14 0 126 71 332 318 219 224
all-images-CVIU11-pattern40-target144 14 0 127 147 474 482 306 317
all-images-CVIU11-pattern40-target145 14 0 71 51 312 317 199 188
all-images-CVIU11-pattern40-target146 14 0 267 290 938 837 676 618
all-images-CVIU11-pattern40-target15 14 0 25 22 153 154 123 109
all-images-CVIU11-pattern40-target16 14 0 51 54 349 326 172 195
all-images-CVIU11-pattern40-target17 14 0 211 209 965 1011 790 588
all-images-CVIU11-pattern40-target18 14 0 221 249 949 836 818 573
all-images-CVIU11-pattern40-target19 14 0 519 453 1220 1234 1003 866
all-images-CVIU11-pattern40-target2 14 0 136 144 487 481 369 330
all-images-CVIU11-pattern40-target20 14 0 299 274 1025 880 574 635
all-images-CVIU11-pattern40-target21 14 0 143 142 506 521 318 369
all-images-CVIU11-pattern40-target22 14 0 85 129 362 380 281 253
all-images-CVIU11-pattern40-target23 14 0 238 262 912 819 519 562
all-images-CVIU11-pattern40-target24 14 0 33 30 171 167 137 121
all-images-CVIU11-pattern40-target25 14 0 84 121 383 372 284 244
all-images-CVIU11-pattern40-target26 14 0 51 49 306 301 205 191
all-images-CVIU11-pattern40-target27 14 0 142 120 499 458 334 326
all-images-CVIU11-pattern40-target28 14 0 29 45 197 200 166 130
all-images-CVIU11-pattern40-target29 14 0 334 378 1210 1227 874 811
all-images-CVIU11-pattern40-target3 14 0 219 216 1032 953 591 609
all-images-CVIU11-pattern40-target30 14 0 418 297 1042 991 733 660
all-images-CVIU11-pattern40-target31 14 0 209 237 831 799 740 529
all-images-CVIU11-pattern40-target32 14 0 466 399 1188 1164 919 873
all-images-CVIU11-pattern40-target33 14 0 363 364 1252 1261 781 857
all-images-CVIU11-pattern40-target34 14 0 145 194 524 505 372 349
all-images-CVIU11-pattern40-target35 14 0 437 360 1234 1199 814 817
all-images-CVIU11-pattern40-target36 14 0 145 103 395 417 285 274
all-images-CVIU11-pattern40-target37 14 0 360 500 1094 1109 706 773
all-images-CVIU11-pattern40-target38 14 0 341 300 1189 1165 765 738
all-images-CVIU11-pattern40-target39 14 0 121 114 448 444 309 292
all-images-CVIU11-pattern40-target4 14 0 185 200 857 925 582 537
all-images-CVIU11-pattern40-target40 14 0 134 132 539 523 388 361
all-images-CVIU11-pattern40-target41 14 0 161 239 518 443 310 335
all-images-CVIU11-pattern40-target42 14 0 187 166 508 518 364 361
all-images-CVIU11-pattern40-target43 14 0 262 292 1031 1034 727 674
all-images-CVIU11-pattern40-target44 14 0 457 385 1162 1304 948 881
all-images-CVIU11-pattern40-target45 14 0 404 354 1220 1212 793 817
all-images-CVIU11-pattern40-target46 14 0 200 144 499 557 338 362
all-images-CVIU11-pattern40-target47 14 0 335 386 1003 1023 714 688
all-images-CVIU11-pattern40-target48 14 0 89 109 352 354 272 254
all-images-CVIU11-pattern40-target49 14 0 133 207 529 487 317 352
all-images-CVIU11-pattern40-target5 14 0 307 285 1138 1219 656 718
all-images-CVIU11-pattern40-target50 14 0 361 308 1222 1103 663 761
all-images-CVIU11-pattern40-target51 14 0 105 154 494 439 318 308
all-images-CVIU11-pattern40-target52 14 0 171 149 446 450 300 304
all-images-CVIU11-pattern40-target53 14 0 103 100 307 349 216 232
all-images-CVIU11-pattern40-target54 14 0 75 75 413 407 259 244
all-images-CVIU11-pattern40-target55 14 0 116 105 344 370 216 231
all-images-CVIU11-pattern40-target56 14 0 53 83 294 308 211 209
all-images-CVIU11-pattern40-target57 14 0 427 449 1261 1227 1033 884
all-images-CVIU11-pattern40-target58 14 0 103 79 338 336 211 215
all-images-CVIU11-pattern40-target59 14 0 419 287 1059 1002 558 672
all-images-CVIU11-pattern40-target6 14 0 461 304 1344 1099 603 675
all-images-CVIU11-pattern40-target60 14 0 147 161 437 508 291 312
all-images-CVIU11-pattern40-target61 14 0 427 347 1011 1097 848 654
all-images-CVIU11-pattern40-target62 14 0 290 496 1071 1048 909 705
all-images-CVIU11-pattern40-target63 14 0 300 247 866 789 827 585
all-images-CVIU11-pattern40-target64 14 0 146 144 489 478 314 334
all-images-CVIU11-pattern40-target65 14 0 145 113 512 513 327 313
all-images-CVIU11-pattern40-target66 14 0 100 84 347 377 230 236
all-images-CVIU11-pattern40-target67 14 0 371 383 986 1117 713 741
all-images-CVIU11-pattern40-target68 14 0 516 391 1182 1195 824 812
all-images-CVIU11-pattern40-target69 14 0 439 462 1147 1243 993 880
all-images-CVIU11-pattern40-target7 14 0 278 289 997 871 631 655
all-images-CVIU11-pattern40-target70 14 0 314 454 1143 1079 643 747
all-images-CVIU11-pattern40-target71 14 0 248 257 1008 1061 724 645
all-images-CVIU11-pattern40-target72 14 0 390 228 856 906 530 575
all-images-CVIU11-pattern40-target73 14 0 404 404 1134 1094 668 731
all-images-CVIU11-pattern40-target74 14 0 392 430 1149 1166 803 785
all-images-CVIU11-pattern40-target75 14 0 368 513 1010 1087 738 799
all-images-CVIU11-pattern40-target76 14 0 355 481 1257 1309 872 850
all-images-CVIU11-pattern40-target77 14 0 388 395 1223 1189 819 842
all-images-CVIU11-pattern40-target78 14 0 350 373 1225 1169 794 788
all-images-CVIU11-pattern40-target79 14 0 63 77 345 341 243 205
all-images-CVIU11-pattern40-target8 14 0 147 190 475 467 339 318
all-images-CVIU11-pattern40-target80 14 0 82 114 357 344 261 238
all-images-CVIU11-pattern40-target81 14 0 149 162 504 492 332 312
all-images-CVIU11-pattern40-target82 14 0 191 177 521 579 359 393
all-images-CVIU11-pattern40-target83 14 0 215 255 937 854 506 567
all-images-CVIU11-pattern40-target84 14 0 12 22 115 120 100 81
all-images-CVIU11-pattern40-target85 14 0 287 279 965 952 686 641
all-images-CVIU11-pattern40-target86 14 0 298 194 553 438 375 336
all-images-CVIU11-pattern40-target87 14 0 157 131 512 502 285 318
all-images-CVIU11-pattern40-target88 14 0 285 226 1014 866 663 604
all-images-CVIU11-pattern40-target89 14 0 80 79 376 394 229 247
all-images-CVIU11-pattern40-target9 14 0 109 201 429 444 330 310
all-images-CVIU11-pattern40-target90 14 0 54 56 299 304 221 201
all-images-CVIU11-pattern40-target91 14 0 21 34 161 161 113 106
all-images-CVIU11-pattern40-target92 14 0 574 484 1135 1212 762 815
all-images-CVIU11-pattern40-target93 14 0 212 181 509 574 357 375
all-images-CVIU11-pattern40-target94 14 0 252 277 996 902 694 635
all-images-CVIU11-pattern40-target95 14 0 44 28 189 186 143 119
all-images-CVIU11-pattern40-target96 14 0 110 118 400 387 271 265
all-images-CVIU11-pattern40-target97 14 0 94 92 416 408 226 258
all-images-CVIU11-pattern40-target98 14 0 57 40 235 229 174 146
all-images-CVIU11-pattern40-target99 14 0 274 271 968 985 668 587
all-images-CVIU11-pattern41-target1 14 0 283 202 1009 907 781 588
all-images-CVIU11-pattern41-target10 14 0 180 130 513 505 384 351
all-images-CVIU11-pattern41-target100 14 0 56 38 219 187 199 154
all-images-CVIU11-pattern41-target101 14 0 57 51 216 228 184 156
all-images-CVIU11-pattern41-target102 14 0 67 96 372 399 284 246
all-images-CVIU11-pattern41-target103 14 0 88 113 438 442 323 266
all-images-CVIU11-pattern41-target104 14 0 204 290 1024 859 751 585
all-images-CVIU11-pattern41-target105 14 0 207 272 930 936 668 574
all-images-CVIU11-pattern41-target106 14 0 147 143 480 554 379 350
all-images-CVIU11-pattern41-target107 14 0 157 164 474 451 356 304
all-images-CVIU11-pattern41-target108 14 0 561 473 1430 1221 836 848
all-images-CVIU11-pattern41-target109 14 0 242 246 957 1007 890 606
all-images-CVIU11-pattern41-target11 14 0 55 112 381 390 264 223
all-images-CVIU11-pattern41-target110 14 0 124 67 368 409 263 258
all-images-CVIU11-pattern41-target111 14 0 73 76 364 389 299 247
all-images-CVIU11-pattern41-target112 14 0 114 74 387 404 259 243
all-images-CVIU11-pattern41-target113 14 0 103 83 459 445 323 276
all-images-CVIU11-pattern41-target114 14 0 70 47 341 327 284 205
all-images-CVIU11-pattern41-target115 14 0 143 125 557 565 440 357
all-images-CVIU11-pattern41-target116 14 0 445 361 1418 1230 964 873
all-images-CVIU11-pattern41-target117 14 0 235 224 815 924 650 585
all-images-CVIU11-pattern41-target118 14 0 168 159 475 529 389 348
all-images-CVIU11-pattern41-target119 14 0 326 321 1156 1161 749 823
all-images-CVIU11-pattern41-target12 14 0 189 183 637 653 501 405
all-images-CVIU11-pattern41-target120 14 0 246 258 974 1050 697 604
all-images-CVIU11-pattern41-target121 14 0 305 302 1230 1145 826 699
all-images-CVIU11-pattern41-target122 14 0 209 164 492 535 347 321
all-images-CVIU11-pattern41-target123 14 0 316 337 988 1155 930 724
all-images-CVIU11-pattern41-target124 14 0 182 274 573 499 470 372
all-images-CVIU11-pattern41-target125 14 0 354 303 885 976 753 638
all-images-CVIU11-pattern41-target126 14 0 36 19 175 183 153 128
all-images-CVIU11-pattern41-target127 14 0 46 28 215 187 173 134
all-images-CVIU11-pattern41-target128 14 0 250 288 929 939 811 628
all-images-CVIU11-pattern41-target129 14 0 55 36 230 224 189 152
all-images-CVIU11-pattern41-target13 14 0 189 161 638 627 426 409
all-images-CVIU11-pattern41-target130 14 0 52 52 197 208 175 144
all-images-CVIU11-pattern41-target131 14 0 107 71 370 384 299 254
all-images-CVIU11-pattern41-target132 14 0 189 189 480 461 379 295
all-images-CVIU11-pattern41-target133 14 0 168 108 375 421 328 265
all-images-CVIU11-pattern41-target134 14 0 112 117 429 424 330 313
all-images-CVIU11-pattern41-target135 14 0 86 122 403 451 328 274
all-images-CVIU11-pattern41-target136 14 0 120 133 504 484 355 298
all-images-CVIU11-pattern41-target137 14 0 51 33 230 234 181 152
all-images-CVIU11-pattern41-target138 14 0 469 365 1409 1210 921 859
all-images-CVIU11-pattern41-target139 14 0 71 56 285 326 227 208
all-images-CVIU11-pattern41-target14 14 0 65 43 248 247 193 159
all-images-CVIU11-pattern41-target140 14 0 57 83 360 412 254 224
all-images-CVIU11-pattern41-target141 14 0 49 48 280 242 222 171
all-images-CVIU11-pattern41-target142 14 0 124 108 470 485 291 291
all-images-CVIU11-pattern41-target143 14 0 87 71 343 407 251 239
all-images-CVIU11-pattern41-target144 14 0 136 170 521 513 385 342
all-images-CVIU11-pattern41-target145 14 0 87 56 340 346 264 209
all-images-CVIU11-pattern41-target146 14 0 325 251 1075 1041 845 648
all-images-CVIU11-pattern41-target15 14 0 32 47 189 183 151 127
all-images-CVIU11-pattern41-target16 14 0 49 79 346 362 262 211
all-images-CVIU11-pattern41-target17 14 0 245 227 990 981 736 616
all-images-CVIU11-pattern41-target18 14 0 267 238 955 904 804 605
all-images-CVIU11-pattern41-target19 14 0 507 553 1217 1298 927 928
all-images-CVIU11-pattern41-target2 14 0 131 152 617 572 365 364
all-images-CVIU11-pattern41-target20 14 0 268 263 1068 1097 780 671
all-images-CVIU11-pattern41-target21 14 0 165 197 563 547 497 397
all-images-CVIU11-pattern41-target22 14 0 88 118 410 443 335 275
all-images-CVIU11-pattern41-target23 14 0 272 230 837 949 839 602
all-images-CVIU11-pattern41-target24 14 0 44 26 200 202 148 126
all-images-CVIU11-pattern41-target25 14 0 77 89 445 404 258 265
all-images-CVIU11-pattern41-target26 14 0 59 55 342 321 223 208
all-images-CVIU11-pattern41-target27 14 0 189 130 561 547 405 356
all-images-CVIU11-pattern41-target28 14 0 28 58 222 203 183 153
all-images-CVIU11-pattern41-target29 14 0 381 460 1197 1144 942 858
all-images-CVIU11-pattern41-target3 14 0 251 292 989 888 880 648
all-images-CVIU11-pattern41-target30 14 0 316 339 1156 985 889 709
all-images-CVIU11-pattern41-target31 14 0 197 264 1003 869 574 567
all-images-CVIU11-pattern41-target32 14 0 458 401 1325 1224 1177 921
all-images-CVIU11-pattern41-target33 14 0 362 485 1334 1516 846 887
all-images-CVIU11-pattern41-target34 14 0 158 215 559 512 469 379
all-images-CVIU11-pattern41-target35 14 0 402 394 1162 1153 948 875
all-images-CVIU11-pattern41-target36 14 0 93 113 495 489 305 296
all-images-CVIU11-pattern41-target37 14 0 353 322 1193 1199 951 810
all-images-CVIU11-pattern41-target38 14 0 505 287 1046 1241 883 775
all-images-CVIU11-pattern41-target39 14 0 159 132 513 443 361 309
all-images-CVIU11-pattern41-target4 14 0 211 220 923 944 701 566
all-images-CVIU11-pattern41-target40 14 0 243 210 544 510 500 383
all-images-CVIU11-pattern41-target41 14 0 130 204 559 597 355 366
all-images-CVIU11-pattern41-target42 14 0 162 145 602 571 492 381
all-images-CVIU11-pattern41-target43 14 0 262 262 1165 988 850 707
all-images-CVIU11-pattern41-target44 14 0 445 439 1406 1266 1033 926
all-images-CVIU11-pattern41-target45 14 0 388 432 1212 1249 931 862
all-images-CVIU11-pattern41-target46 14 0 153 179 582 592 360 385
all-images-CVIU11-pattern41-target47 14 0 311 364 1223 1136 740 733
all-images-CVIU11-pattern41-target48 14 0 83 84 464 435 281 272
all-images-CVIU11-pattern41-target49 14 0 167 192 643 584 470 381
all-images-CVIU11-pattern41-target5 14 0 339 302 1229 1088 844 764
all-images-CVIU11-pattern41-target50 14 0 400 368 1087 1107 891 807
all-images-CVIU11-pattern41-target51 14 0 125 127 455 533 388 333
all-images-CVIU11-pattern41-target52 14 0 116 158 550 524 371 335
all-images-CVIU11-pattern41-target53 14 0 157 74 414 420 301 252
all-images-CVIU11-pattern41-target54 14 0 89 107 392 422 318 263
all-images-CVIU11-pattern41-target55 14 0 72 100 293 418 292 249
all-images-CVIU11-pattern41-target56 14 0 121 62 376 362 233 229
all-images-CVIU11-pattern41-target57 14 0 476 449 1234 1212 1156 920
all-images-CVIU11-pattern41-target58 14 0 71 65 361 347 267 232
all-images-CVIU11-pattern41-target59 14 0 260 285 1183 1196 876 703
all-images-CVIU11-pattern41-target6 14 0 341 463 1411 1181 843 718
all-images-CVIU11-pattern41-target60 14 0 133 129 529 494 370 346
all-images-CVIU11-pattern41-target61 14 0 283 315 1134 1374 880 699
all-images-CVIU11-pattern41-target62 14 0 319 355 1276 1283 708 743
all-images-CVIU11-pattern41-target63 14 0 279 297 997 1062 617 618
all-images-CVIU11-pattern41-target64 14 0 128 181 560 601 434 365
all-images-CVIU11-pattern41-target65 14 0 130 150 506 532 344 347
all-images-CVIU11-pattern41-target66 14 0 72 94 420 427 259 255
all-images-CVIU11-pattern41-target67 14 0 475 343 1190 1221 844 786
all-images-CVIU11-pattern41-target68 14 0 387 426 1140 1116 779 854
all-images-CVIU11-pattern41-target69 14 0 519 435 1394 1255 1091 922
all-images-CVIU11-pattern41-target7 14 0 279 339 1073 1076 775 685
all-images-CVIU11-pattern41-target70 14 0 400 302 1200 1230 932 782
all-images-CVIU11-pattern41-target71 14 0 257 322 1374 1212 839 676
all-images-CVIU11-pattern41-target72 14 0 234 260 945 932 741 609
all-images-CVIU11-pattern41-target73 14 0 365 379 1129 1092 785 797
all-images-CVIU11-pattern41-target74 14 0 407 319 1336 1320 744 831
all-images-CVIU11-pattern41-target75 14 0 442 391 1253 1378 949 855
all-images-CVIU11-pattern41-target76 14 0 464 522 1666 1226 1034 884
all-images-CVIU11-pattern41-target77 14 0 413 440 1504 1528 915 883
all-images-CVIU11-pattern41-target78 14 0 473 379 1204 1165 990 853
all-images-CVIU11-pattern41-target79 14 0 92 103 359 359 256 226
all-images-CVIU11-pattern41-target8 14 0 118 115 555 506 383 349
all-images-CVIU11-pattern41-target80 14 0 85 74 383 389 309 263
all-images-CVIU11-pattern41-target81 14 0 189 177 536 531 340 346
all-images-CVIU11-pattern41-target82 14 0 232 164 707 589 420 417
all-images-CVIU11-pattern41-target83 14 0 237 340 996 890 806 605
all-images-CVIU11-pattern41-target84 14 0 23 15 144 136 120 99
all-images-CVIU11-pattern41-target85 14 0 242 381 1153 1332 710 677
all-images-CVIU11-pattern41-target86 14 0 135 181 579 586 492 374
all-images-CVIU11-pattern41-target87 14 0 180 122 600 589 399 352
all-images-CVIU11-pattern41-target88 14 0 280 421 927 1019 715 636
all-images-CVIU11-pattern41-target89 14 0 145 131 357 402 301 262
all-images-CVIU11-pattern41-target9 14 0 138 230 514 463 373 341
all-images-CVIU11-pattern41-target90 14 0 47 73 333 332 247 218
all-images-CVIU11-pattern41-target91 14 0 20 24 176 187 137 121
all-images-CVIU11-pattern41-target92 14 0 437 359 1335 1120 879 849
all-images-CVIU11-pattern41-target93 14 0 226 162 563 561 405 402
all-images-CVIU11-pattern41-target94 14 0 354 283 989 934 840 679
all-images-CVIU11-pattern41-target95 14 0 31 32 197 209 158 146
all-images-CVIU11-pattern41-target96 14 0 141 109 492 447 279 284
all-images-CVIU11-pattern41-target97 14 0 95 88 465 404 345 278
all-images-CVIU11-pattern41-target98 14 0 46 42 261 269 186 164
all-images-CVIU11-pattern41-target99 14 0 215 393 987 965 672 616
all-images-CVIU11-pattern42-target1 14 0 279 270 896 917 744 602
all-images-CVIU11-pattern42-target10 14 0 144 217 487 543 347 353
all-images-CVIU11-pattern42-target100 14 0 52 59 253 235 194 162
all-images-CVIU11-pattern42-target101 14 0 35 44 212 253 194 160
all-images-CVIU11-pattern42-target102 14 0 84 94 412 423 273 256
all-images-CVIU11-pattern42-target103 14 0 145 83 446 454 285 286
all-images-CVIU11-pattern42-target104 14 0 227 240 944 908 824 594
all-images-CVIU11-pattern42-target105 14 0 225 233 980 820 693 595
all-images-CVIU11-pattern42-target106 14 1 214 277 588 591 349 379
all-images-CVIU11-pattern42-target107 14 0 99 191 514 485 383 307
all-images-CVIU11-pattern42-target108 14 0 414 376 1546 1504 964 873
all-images-CVIU11-pattern42-target109 14 0 294 233 1040 1011 799 625
all-images-CVIU11-pattern42-target11 14 0 95 73 375 375 297 236
all-images-CVIU11-pattern42-target110 14 0 80 78 419 397 313 268
all-images-CVIU11-pattern42-target111 14 0 92 91 418 427 296 253
all-images-CVIU11-pattern42-target112 14 0 110 82 468 410 312 249
all-images-CVIU11-pattern42-target113 14 0 132 134 421 462 296 282
all-images-CVIU11-pattern42-target114 14 0 69 64 303 350 310 214
all-images-CVIU11-pattern42-target115 14 0 267 182 509 559 429 378
all-images-CVIU11-pattern42-target116 14 0 406 489 1345 1220 907 895
all-images-CVIU11-pattern42-target117 14 0 273 261 1012 984 553 589
all-images-CVIU11-pattern42-target118 14 0 141 172 527 576 398 348
all-images-CVIU11-pattern42-target119 14 0 395 389 1355 1253 879 823
all-images-CVIU11-pattern42-target12 14 0 175 160 590 617 460 415
all-images-CVIU11-pattern42-target120 14 0 248 277 987 904 688 615
all-images-CVIU11-pattern42-target121 14 0 302 337 1029 1056 881 736
all-images-CVIU11-pattern42-target122 14 0 118 156 608 581 364 334
all-images-CVIU11-pattern42-target123 14 0 268 409 1210 1228 1010 734
all-images-CVIU11-pattern42-target124 14 0 149 167 635 630 392 379
all-images-CVIU11-pattern42-target125 14 0 329 267 1037 1070 882 647
all-images-CVIU11-pattern42-target126 14 0 39 34 156 185 157 121
all-images-CVIU11-pattern42-target127 14 0 51 47 209 219 174 148
all-images-CVIU11-pattern42-target128 14 0 245 246 1045 1005 920 639
all-images-CVIU11-pattern42-target129 14 0 37 51 208 220 206 157
all-images-CVIU11-pattern42-target13 14 0 153 183 684 699 423 418
all-images-CVIU11-pattern42-target130 14 0 58 45 234 224 167 153
all-images-CVIU11-pattern42-target131 14 0 83 104 417 367 276 254
all-images-CVIU11-pattern42-target132 14 0 103 128 487 478 359 301
all-images-CVIU11-pattern42-target133 14 0 89 88 409 493 349 267
all-images-CVIU11-pattern42-target134 14 0 122 192 472 453 370 318
all-images-CVIU11-pattern42-target135 14 0 114 146 426 459 287 280
all-images-CVIU11-pattern42-target136 14 0 110 148 513 447 331 311
all-images-CVIU11-pattern42-target137 14 0 59 46 223 231 202 159
all-images-CVIU11-pattern42-target138 14 0 377 440 1096 1204 803 859
all-images-CVIU11-pattern42-target139 14 0 52 75 338 348 249 206
all-images-CVIU11-pattern42-target14 14 0 57 36 223 267 208 163
all-images-CVIU11-pattern42-target140 14 0 85 63 396 390 256 236
all-images-CVIU11-pattern42-target141 14 0 44 61 258 283 231 171
all-images-CVIU11-pattern42-target142 14 0 100 131 422 453 312 295
all-images-CVIU11-pattern42-target143 14 0 95 78 342 387 287 238
all-images-CVIU11-pattern42-target144 14 0 163 185 551 502 400 340
all-images-CVIU11-pattern42-target145 14 0 52 84 349 375 283 212
all-images-CVIU11-pattern42-target146 14 0 324 268 1222 1068 801 665
all-images-CVIU11-pattern42-target15 14 0 35 34 187 189 136 125
all-images-CVIU11-pattern42-target16 14 0 58 68 318 334 270 216
all-images-CVIU11-pattern42-target17 14 0 264 320 1049 980 863 626
all-images-CVIU11-pattern42-target18 14 0 203 294 1067 1042 680 613
all-images-CVIU11-pattern42-target19 14 0 387 523 1343 1475 1071 928
all-images-CVIU11-pattern42-target2 14 0 171 175 537 601 417 369
all-images-CVIU11-pattern42-target20 14 0 246 278 1297 1361 849 684
all-images-CVIU11-pattern42-target21 14 0 236 163 537 594 391 405
all-images-CVIU11-pattern42-target22 14 0 143 143 451 437 288 285
all-images-CVIU11-pattern42-target23 14 0 206 210 956 1068 880 610
all-images-CVIU11-pattern42-target24 14 0 26 23 174 173 175 140
all-images-CVIU11-pattern42-target25 14 0 144 105 396 414 286 270
all-images-CVIU11-pattern42-target26 14 0 48 57 322 358 261 209
all-images-CVIU11-pattern42-target27 14 0 145 161 560 549 374 363
all-images-CVIU11-pattern42-target28 14 0 55 40 223 207 187 155
all-images-CVIU11-pattern42-target29 14 0 356 396 1320 1562 891 862
all-images-CVIU11-pattern42-target3 14 0 255 242 805 1060 934 647
all-images-CVIU11-pattern42-target30 14 0 272 323 1196 1341 864 721
all-images-CVIU11-pattern42-target31 14 0 264 309 896 1031 776 579
all-images-CVIU11-pattern42-target32 14 0 469 571 1265 1403 1179 937
all-images-CVIU11-pattern42-target33 14 0 403 469 1547 1282 848 889
all-images-CVIU11-pattern42-target34 14 0 183 179 580 600 412 381
all-images-CVIU11-pattern42-target35 14 0 347 378 1772 1471 958 870
all-images-CVIU11-pattern42-target36 14 0 91 149 509 503 319 307
all-images-CVIU11-pattern42-target37 14 0 355 315 1202 1213 872 832
all-images-CVIU11-pattern42-target38 14 0 345 327 1117 1108 773 783
all-images-CVIU11-pattern42-target39 14 0 161 155 490 498 349 314
all-images-CVIU11-pattern42-target4 14 0 196 232 954 1001 692 579
all-images-CVIU11-pattern42-target40 14 0 157 180 562 604 433 384
all-images-CVIU11-pattern42-target41 14 0 158 153 526 646 427 368
all-images-CVIU11-pattern42-target42 14 0 158 149 588 668 402 403
all-images-CVIU11-pattern42-target43 14 0 366 397 1061 1037 946 719
all-images-CVIU11-pattern42-target44 14 0 456 482 1350 1394 976 945
all-images-CVIU11-pattern42-target45 14 0 377 476 1300 1318 1004 873
all-images-CVIU11-pattern42-target46 14 0 210 145 604 562 438 399
all-images-CVIU11-pattern42-target47 14 0 319 325 1225 1027 854 750
all-images-CVIU11-pattern42-target48 14 0 82 122 453 473 290 284
all-images-CVIU11-pattern42-target49 14 0 224 159 573 545 468 388
all-images-CVIU11-pattern42-target5 14 0 333 396 1162 1127 872 779
all-images-CVIU11-pattern42-target50 14 0 397 315 1328 1300 753 818
all-images-CVIU11-pattern42-target51 14 0 110 136 528 504 408 339
all-images-CVIU11-pattern42-target52 14 0 127 112 492 485 405 341
all-images-CVIU11-pattern42-target53 14 0 74 80 418 428 308 259
all-images-CVIU11-pattern42-target54 14 0 86 87 424 417 329 269
all-images-CVIU11-pattern42-target55 14 0 97 80 355 370 294 255
all-images-CVIU11-pattern42-target56 14 0 83 60 392 395 302 225
all-images-CVIU11-pattern42-target57 14 0 404 477 1429 1218 1109 926
all-images-CVIU11-pattern42-target58 14 0 64 104 393 409 289 237
all-images-CVIU11-pattern42-target59 14 0 290 347 1178 1069 908 712
all-images-CVIU11-pattern42-target6 14 0 392 341 1158 999 904 728
all-images-CVIU11-pattern42-target60 14 0 133 137 528 619 376 345
all-images-CVIU11-pattern42-target61 14 0 312 311 1212 1237 875 711
all-images-CVIU11-pattern42-target62 14 0 395 295 1032 1250 962 752
all-images-CVIU11-pattern42-target63 14 0 250 302 990 1018 846 620
all-images-CVIU11-pattern42-target64 14 0 238 130 618 578 454 375
all-images-CVIU11-pattern42-target65 14 0 153 182 549 544 415 346
all-images-CVIU11-pattern42-target66 14 0 154 80 398 404 310 265
all-images-CVIU11-pattern42-target67 14 0 368 313 1250 975 818 803
all-images-CVIU11-pattern42-target68 14 0 339 332 1475 1565 940 862
all-images-CVIU11-pattern42-target69 14 0 424 467 1255 1260 1147 936
all-images-CVIU11-pattern42-target7 14 0 284 306 1336 1259 680 699
all-images-CVIU11-pattern42-target70 14 0 357 402 1150 1178 963 798
all-images-CVIU11-pattern42-target71 14 0 349 289 996 1055 746 694
all-images-CVIU11-pattern42-target72 14 0 345 367 967 927 672 622
all-images-CVIU11-pattern42-target73 14 0 409 416 1171 1242 949 805
all-images-CVIU11-pattern42-target74 14 0 341 440 1257 1277 908 842
all-images-CVIU11-pattern42-target75 14 0 438 427 1424 1281 829 856
all-images-CVIU11-pattern42-target76 14 0 525 415 1235 1398 992 899
all-images-CVIU11-pattern42-target77 14 0 403 413 1297 1142 897 881
all-images-CVIU11-pattern42-target78 14 0 353 379 1281 1488 936 861
all-images-CVIU11-pattern42-target79 14 0 57 90 360 397 311 234
all-images-CVIU11-pattern42-target8 14 0 153 176 489 611 420 357
all-images-CVIU11-pattern42-target80 14 0 73 90 389 434 315 264
all-images-CVIU11-pattern42-target81 14 0 134 217 518 563 418 352
all-images-CVIU11-pattern42-target82 14 0 183 187 576 612 407 435
all-images-CVIU11-pattern42-target83 14 0 221 323 986 891 835 612
all-images-CVIU11-pattern42-target84 14 0 14 14 159 123 133 104
all-images-CVIU11-pattern42-target85 14 0 282 350 1060 1231 795 686
all-images-CVIU11-pattern42-target86 14 0 141 144 648 633 450 383
all-images-CVIU11-pattern42-target87 14 0 138 224 500 540 433 362
all-images-CVIU11-pattern42-target88 14 0 292 263 1050 999 822 650
all-images-CVIU11-pattern42-target89 14 0 86 93 430 392 327 276
all-images-CVIU11-pattern42-target9 14 0 196 134 541 560 351 348
all-images-CVIU11-pattern42-target90 14 0 50 76 339 351 240 212
all-images-CVIU11-pattern42-target91 14 0 23 32 182 173 164 126
all-images-CVIU11-pattern42-target92 14 0 443 387 1411 1101 934 863
all-images-CVIU11-pattern42-target93 14 0 170 192 551 587 399 411
all-images-CVIU11-pattern42-target94 14 0 296 249 1305 1375 789 683
all-images-CVIU11-pattern42-target95 14 0 42 32 214 230 185 144
all-images-CVIU11-pattern42-target96 14 0 98 137 501 430 362 291
all-images-CVIU11-pattern42-target97 14 0 106 102 466 455 305 290
all-images-CVIU11-pattern42-target98 14 0 60 46 279 244 220 172
all-images-CVIU11-pattern42-target99 14 0 247 249 961 871 623 629
all-images-CVIU11-pattern43-target1 14 0 202 239 995 963 604 598
all-images-CVIU11-pattern43-target10 14 0 126 127 558 502 359 356
all-images-CVIU11-pattern43-target100 14 0 36 50 236 224 180 155
all-images-CVIU11-pattern43-target101 14 0 34 49 247 238 189 149
